Date,Open,High,Low,Close,Change(Pips),Change(%)
4/4/2022 19:05,122.797,122.812,122.789,122.8,0.3,0
4/4/2022 19:00,122.809,122.835,122.79,122.801,-0.8,-0.01
4/4/2022 18:55,122.795,122.817,122.795,122.812,1.7,0.01
4/4/2022 18:50,122.792,122.815,122.77,122.796,0.4,0
4/4/2022 18:45,122.766,122.797,122.766,122.794,2.8,0.02
4/4/2022 18:40,122.762,122.78,122.754,122.765,0.3,0
4/4/2022 18:35,122.756,122.766,122.74,122.762,0.6,0
4/4/2022 18:30,122.753,122.774,122.751,122.758,0.5,0
4/4/2022 18:25,122.744,122.765,122.742,122.751,0.7,0.01
4/4/2022 18:20,122.758,122.766,122.74,122.74,-1.8,-0.01
4/4/2022 18:15,122.767,122.794,122.753,122.76,-0.7,-0.01
4/4/2022 18:10,122.766,122.779,122.758,122.77,0.4,0
4/4/2022 18:05,122.784,122.795,122.754,122.766,-1.8,-0.01
4/4/2022 18:00,122.788,122.805,122.777,122.785,-0.3,0
4/4/2022 17:55,122.787,122.796,122.769,122.787,0,0
4/4/2022 17:50,122.772,122.791,122.759,122.784,1.2,0.01
4/4/2022 17:45,122.773,122.783,122.759,122.773,0,0
4/4/2022 17:40,122.756,122.776,122.752,122.774,1.8,0.01
4/4/2022 17:35,122.77,122.775,122.752,122.759,-1.1,-0.01
4/4/2022 17:30,122.736,122.771,122.735,122.763,2.7,0.02
4/4/2022 17:25,122.721,122.74,122.714,122.736,1.5,0.01
4/4/2022 17:20,122.722,122.747,122.715,122.722,0,0
4/4/2022 17:15,122.707,122.725,122.677,122.722,1.5,0.01
4/4/2022 17:10,122.705,122.741,122.7,122.707,0.2,0
4/4/2022 17:05,122.73,122.733,122.703,122.704,-2.6,-0.02
4/4/2022 17:00,122.743,122.78,122.727,122.729,-1.4,-0.01
4/4/2022 16:55,122.77,122.773,122.729,122.749,-2.1,-0.02
4/4/2022 16:50,122.811,122.812,122.757,122.768,-4.3,-0.04
4/4/2022 16:45,122.783,122.818,122.78,122.807,2.4,0.02
4/4/2022 16:40,122.785,122.806,122.762,122.784,-0.1,0
4/4/2022 16:35,122.808,122.826,122.784,122.788,-2,-0.02
4/4/2022 16:30,122.776,122.812,122.776,122.804,2.8,0.02
4/4/2022 16:25,122.761,122.794,122.753,122.777,1.6,0.01
4/4/2022 16:20,122.775,122.794,122.756,122.756,-1.9,-0.02
4/4/2022 16:15,122.751,122.779,122.744,122.773,2.2,0.02
4/4/2022 16:10,122.772,122.78,122.741,122.753,-1.9,-0.02
4/4/2022 16:05,122.733,122.776,122.73,122.773,4,0.03
4/4/2022 16:00,122.723,122.742,122.702,122.733,1,0.01
4/4/2022 15:55,122.713,122.74,122.705,122.719,0.6,0
4/4/2022 15:50,122.73,122.733,122.697,122.715,-1.5,-0.01
4/4/2022 15:45,122.732,122.742,122.72,122.725,-0.7,-0.01
4/4/2022 15:40,122.691,122.735,122.691,122.733,4.2,0.03
4/4/2022 15:35,122.705,122.718,122.67,122.693,-1.2,-0.01
4/4/2022 15:30,122.725,122.728,122.675,122.694,-3.1,-0.03
4/4/2022 15:25,122.745,122.77,122.713,122.723,-2.2,-0.02
4/4/2022 15:20,122.745,122.754,122.725,122.743,-0.2,0
4/4/2022 15:15,122.73,122.766,122.72,122.745,1.5,0.01
4/4/2022 15:10,122.761,122.771,122.712,122.728,-3.3,-0.03
4/4/2022 15:05,122.717,122.776,122.711,122.772,5.5,0.04
4/4/2022 15:00,122.737,122.753,122.694,122.717,-2,-0.02
4/4/2022 14:55,122.715,122.752,122.699,122.737,2.2,0.02
4/4/2022 14:50,122.755,122.768,122.709,122.718,-3.7,-0.03
4/4/2022 14:45,122.789,122.795,122.715,122.752,-3.7,-0.03
4/4/2022 14:40,122.861,122.863,122.761,122.79,-7.1,-0.06
4/4/2022 14:35,122.89,122.904,122.836,122.861,-2.9,-0.02
4/4/2022 14:30,122.871,122.923,122.848,122.891,2,0.02
4/4/2022 14:25,122.866,122.884,122.829,122.872,0.6,0
4/4/2022 14:20,122.87,122.884,122.83,122.863,-0.7,-0.01
4/4/2022 14:15,122.897,122.904,122.847,122.872,-2.5,-0.02
4/4/2022 14:10,122.902,122.945,122.868,122.894,-0.8,-0.01
4/4/2022 14:05,122.81,122.958,122.81,122.898,8.8,0.07
4/4/2022 14:00,122.759,122.81,122.751,122.804,4.5,0.04
4/4/2022 13:55,122.726,122.763,122.72,122.755,2.9,0.02
4/4/2022 13:50,122.688,122.747,122.672,122.727,3.9,0.03
4/4/2022 13:45,122.716,122.733,122.67,122.69,-2.6,-0.02
4/4/2022 13:40,122.71,122.726,122.689,122.719,0.9,0.01
4/4/2022 13:35,122.742,122.781,122.694,122.71,-3.2,-0.03
4/4/2022 13:30,122.71,122.764,122.701,122.74,3,0.02
4/4/2022 13:25,122.721,122.739,122.69,122.715,-0.6,0
4/4/2022 13:20,122.713,122.731,122.688,122.721,0.8,0.01
4/4/2022 13:15,122.698,122.716,122.669,122.711,1.3,0.01
4/4/2022 13:10,122.655,122.716,122.644,122.699,4.4,0.04
4/4/2022 13:05,122.692,122.692,122.62,122.655,-3.7,-0.03
4/4/2022 13:00,122.633,122.69,122.63,122.688,5.5,0.04
4/4/2022 12:55,122.654,122.661,122.601,122.635,-1.9,-0.02
4/4/2022 12:50,122.656,122.675,122.649,122.65,-0.6,0
4/4/2022 12:45,122.658,122.686,122.655,122.658,0,0
4/4/2022 12:40,122.652,122.688,122.648,122.655,0.3,0
4/4/2022 12:35,122.7,122.706,122.65,122.653,-4.7,-0.04
4/4/2022 12:30,122.713,122.741,122.694,122.699,-1.4,-0.01
4/4/2022 12:25,122.706,122.726,122.695,122.716,1,0.01
4/4/2022 12:20,122.743,122.752,122.695,122.706,-3.7,-0.03
4/4/2022 12:15,122.739,122.751,122.712,122.748,0.9,0.01
4/4/2022 12:10,122.689,122.749,122.677,122.745,5.6,0.05
4/4/2022 12:05,122.72,122.744,122.669,122.688,-3.2,-0.03
4/4/2022 12:00,122.781,122.79,122.714,122.718,-6.3,-0.05
4/4/2022 11:55,122.793,122.801,122.754,122.785,-0.8,-0.01
4/4/2022 11:50,122.779,122.802,122.767,122.801,2.2,0.02
4/4/2022 11:45,122.778,122.798,122.766,122.778,0,0
4/4/2022 11:40,122.738,122.784,122.734,122.777,3.9,0.03
4/4/2022 11:35,122.741,122.75,122.714,122.743,0.2,0
4/4/2022 11:30,122.719,122.753,122.706,122.742,2.3,0.02
4/4/2022 11:25,122.717,122.738,122.706,122.717,0,0
4/4/2022 11:20,122.757,122.773,122.71,122.72,-3.7,-0.03
4/4/2022 11:15,122.781,122.781,122.739,122.751,-3,-0.02
4/4/2022 11:10,122.8,122.807,122.772,122.776,-2.4,-0.02
4/4/2022 11:05,122.76,122.802,122.758,122.796,3.6,0.03
4/4/2022 11:00,122.811,122.811,122.761,122.762,-4.9,-0.04
4/4/2022 10:55,122.739,122.836,122.734,122.811,7.2,0.06
4/4/2022 10:50,122.724,122.741,122.7,122.736,1.2,0.01
4/4/2022 10:45,122.749,122.766,122.718,122.718,-3.1,-0.03
4/4/2022 10:40,122.747,122.765,122.74,122.749,0.2,0
4/4/2022 10:35,122.679,122.75,122.679,122.745,6.6,0.05
4/4/2022 10:30,122.671,122.685,122.657,122.682,1.1,0.01
4/4/2022 10:25,122.667,122.687,122.657,122.669,0.2,0
4/4/2022 10:20,122.614,122.682,122.592,122.667,5.3,0.04
4/4/2022 10:15,122.622,122.63,122.594,122.611,-1.1,-0.01
4/4/2022 10:10,122.592,122.63,122.592,122.623,3.1,0.03
4/4/2022 10:05,122.577,122.605,122.57,122.595,1.8,0.01
4/4/2022 10:00,122.567,122.593,122.565,122.577,1,0.01
4/4/2022 9:55,122.594,122.61,122.564,122.571,-2.3,-0.02
4/4/2022 9:50,122.618,122.621,122.586,122.595,-2.3,-0.02
4/4/2022 9:45,122.594,122.628,122.586,122.613,1.9,0.02
4/4/2022 9:40,122.61,122.617,122.586,122.592,-1.8,-0.01
4/4/2022 9:35,122.631,122.636,122.606,122.614,-1.7,-0.01
4/4/2022 9:30,122.635,122.641,122.615,122.631,-0.4,0
4/4/2022 9:25,122.614,122.644,122.587,122.632,1.8,0.01
4/4/2022 9:20,122.617,122.622,122.584,122.61,-0.7,-0.01
4/4/2022 9:15,122.594,122.628,122.59,122.616,2.2,0.02
4/4/2022 9:10,122.614,122.632,122.594,122.598,-1.6,-0.01
4/4/2022 9:05,122.588,122.639,122.582,122.62,3.2,0.03
4/4/2022 9:00,122.627,122.627,122.557,122.593,-3.4,-0.03
4/4/2022 8:55,122.634,122.651,122.628,122.628,-0.6,0
4/4/2022 8:50,122.613,122.645,122.603,122.638,2.5,0.02
4/4/2022 8:45,122.594,122.62,122.59,122.613,1.9,0.02
4/4/2022 8:40,122.618,122.624,122.587,122.591,-2.7,-0.02
4/4/2022 8:35,122.59,122.636,122.59,122.621,3.1,0.03
4/4/2022 8:30,122.551,122.598,122.535,122.592,4.1,0.03
4/4/2022 8:25,122.56,122.566,122.519,122.554,-0.6,0
4/4/2022 8:20,122.557,122.6,122.55,122.564,0.7,0.01
4/4/2022 8:15,122.607,122.611,122.555,122.56,-4.7,-0.04
4/4/2022 8:10,122.595,122.626,122.573,122.604,0.9,0.01
4/4/2022 8:05,122.586,122.634,122.564,122.593,0.7,0.01
4/4/2022 8:00,122.649,122.651,122.509,122.587,-6.2,-0.05
4/4/2022 7:55,122.65,122.669,122.62,122.652,0.2,0
4/4/2022 7:50,122.595,122.65,122.589,122.645,5,0.04
4/4/2022 7:45,122.602,122.623,122.584,122.603,0.1,0
4/4/2022 7:40,122.615,122.621,122.577,122.6,-1.5,-0.01
4/4/2022 7:35,122.606,122.632,122.593,122.61,0.4,0
4/4/2022 7:30,122.543,122.628,122.543,122.608,6.5,0.05
4/4/2022 7:25,122.544,122.552,122.497,122.541,-0.3,0
4/4/2022 7:20,122.568,122.586,122.534,122.542,-2.6,-0.02
4/4/2022 7:15,122.547,122.567,122.531,122.561,1.4,0.01
4/4/2022 7:10,122.57,122.594,122.529,122.547,-2.3,-0.02
4/4/2022 7:05,122.61,122.628,122.55,122.573,-3.7,-0.03
4/4/2022 7:00,122.646,122.696,122.585,122.614,-3.2,-0.03
4/4/2022 6:55,122.669,122.685,122.633,122.643,-2.6,-0.02
4/4/2022 6:50,122.662,122.702,122.655,122.668,0.6,0
4/4/2022 6:45,122.66,122.67,122.642,122.663,0.3,0
4/4/2022 6:40,122.655,122.684,122.633,122.657,0.2,0
4/4/2022 6:35,122.691,122.691,122.628,122.651,-4,-0.03
4/4/2022 6:30,122.743,122.743,122.686,122.691,-5.2,-0.04
4/4/2022 6:25,122.717,122.743,122.706,122.739,2.2,0.02
4/4/2022 6:20,122.718,122.736,122.7,122.714,-0.4,0
4/4/2022 6:15,122.742,122.746,122.689,122.717,-2.5,-0.02
4/4/2022 6:10,122.787,122.801,122.717,122.745,-4.2,-0.03
4/4/2022 6:05,122.698,122.799,122.698,122.788,9,0.07
4/4/2022 6:00,122.665,122.754,122.661,122.7,3.5,0.03
4/4/2022 5:55,122.67,122.692,122.662,122.662,-0.8,-0.01
4/4/2022 5:50,122.644,122.682,122.639,122.665,2.1,0.02
4/4/2022 5:45,122.635,122.658,122.631,122.643,0.8,0.01
4/4/2022 5:40,122.644,122.652,122.615,122.635,-0.9,-0.01
4/4/2022 5:35,122.668,122.677,122.643,122.644,-2.4,-0.02
4/4/2022 5:30,122.65,122.676,122.65,122.668,1.8,0.01
4/4/2022 5:25,122.638,122.664,122.63,122.658,2,0.02
4/4/2022 5:20,122.625,122.646,122.611,122.633,0.8,0.01
4/4/2022 5:15,122.561,122.636,122.556,122.627,6.6,0.05
4/4/2022 5:10,122.568,122.591,122.551,122.558,-1,-0.01
4/4/2022 5:05,122.568,122.6,122.561,122.563,-0.5,0
4/4/2022 5:00,122.596,122.599,122.551,122.567,-2.9,-0.02
4/4/2022 4:55,122.582,122.61,122.566,122.594,1.2,0.01
4/4/2022 4:50,122.625,122.649,122.581,122.581,-4.4,-0.04
4/4/2022 4:45,122.607,122.627,122.592,122.625,1.8,0.01
4/4/2022 4:40,122.602,122.633,122.597,122.612,1,0.01
4/4/2022 4:35,122.628,122.652,122.578,122.603,-2.5,-0.02
4/4/2022 4:30,122.646,122.654,122.612,122.627,-1.9,-0.02
4/4/2022 4:25,122.619,122.667,122.615,122.651,3.2,0.03
4/4/2022 4:20,122.66,122.669,122.614,122.617,-4.3,-0.04
4/4/2022 4:15,122.672,122.702,122.643,122.659,-1.3,-0.01
4/4/2022 4:10,122.7,122.707,122.662,122.675,-2.5,-0.02
4/4/2022 4:05,122.757,122.757,122.689,122.704,-5.3,-0.04
4/4/2022 4:00,122.736,122.759,122.701,122.759,2.3,0.02
4/4/2022 3:55,122.679,122.776,122.674,122.738,5.9,0.05
4/4/2022 3:50,122.682,122.687,122.647,122.681,-0.1,0
4/4/2022 3:45,122.661,122.69,122.655,122.682,2.1,0.02
4/4/2022 3:40,122.644,122.662,122.642,122.658,1.4,0.01
4/4/2022 3:35,122.68,122.685,122.633,122.647,-3.3,-0.03
4/4/2022 3:30,122.628,122.689,122.626,122.678,5,0.04
4/4/2022 3:25,122.627,122.64,122.623,122.629,0.2,0
4/4/2022 3:20,122.638,122.639,122.619,122.62,-1.8,-0.01
4/4/2022 3:15,122.617,122.644,122.611,122.638,2.1,0.02
4/4/2022 3:10,122.634,122.647,122.616,122.62,-1.4,-0.01
4/4/2022 3:05,122.647,122.657,122.63,122.632,-1.5,-0.01
4/4/2022 3:00,122.66,122.677,122.635,122.649,-1.1,-0.01
4/4/2022 2:55,122.678,122.694,122.656,122.658,-2,-0.02
4/4/2022 2:50,122.664,122.706,122.663,122.681,1.7,0.01
4/4/2022 2:45,122.677,122.681,122.649,122.669,-0.8,-0.01
4/4/2022 2:40,122.588,122.69,122.588,122.678,9,0.07
4/4/2022 2:35,122.609,122.616,122.572,122.591,-1.8,-0.01
4/4/2022 2:30,122.605,122.609,122.584,122.604,-0.1,0
4/4/2022 2:25,122.591,122.608,122.572,122.608,1.7,0.01
4/4/2022 2:20,122.634,122.634,122.588,122.591,-4.3,-0.04
4/4/2022 2:15,122.625,122.645,122.612,122.629,0.4,0
4/4/2022 2:10,122.587,122.671,122.581,122.625,3.8,0.03
4/4/2022 2:05,122.626,122.628,122.572,122.59,-3.6,-0.03
4/4/2022 2:00,122.574,122.632,122.562,122.629,5.5,0.04
4/4/2022 1:55,122.514,122.582,122.514,122.575,6.1,0.05
4/4/2022 1:50,122.531,122.546,122.512,122.517,-1.4,-0.01
4/4/2022 1:45,122.498,122.538,122.485,122.531,3.3,0.03
4/4/2022 1:40,122.445,122.525,122.44,122.501,5.6,0.05
4/4/2022 1:35,122.463,122.498,122.437,122.446,-1.7,-0.01
4/4/2022 1:30,122.434,122.472,122.392,122.462,2.8,0.02
4/4/2022 1:25,122.411,122.462,122.399,122.433,2.2,0.02
4/4/2022 1:20,122.483,122.485,122.406,122.406,-7.7,-0.06
4/4/2022 1:15,122.492,122.512,122.473,122.484,-0.8,-0.01
4/4/2022 1:10,122.474,122.513,122.443,122.495,2.1,0.02
4/4/2022 1:05,122.434,122.465,122.431,122.461,2.7,0.02
4/4/2022 1:00,122.404,122.449,122.38,122.434,3,0.02
4/4/2022 0:55,122.413,122.44,122.358,122.4,-1.3,-0.01
4/4/2022 0:50,122.348,122.437,122.292,122.419,7.1,0.06
4/4/2022 0:45,122.377,122.378,122.326,122.347,-3,-0.02
4/4/2022 0:40,122.344,122.393,122.315,122.378,3.4,0.03
4/4/2022 0:35,122.393,122.395,122.297,122.343,-5,-0.04
4/4/2022 0:30,122.373,122.405,122.355,122.394,2.1,0.02
4/4/2022 0:25,122.317,122.384,122.299,122.375,5.8,0.05
4/4/2022 0:20,122.321,122.367,122.264,122.32,-0.1,0
4/4/2022 0:15,122.466,122.479,122.306,122.325,-14.1,-0.12
4/4/2022 0:10,122.479,122.501,122.461,122.463,-1.6,-0.01
4/4/2022 0:05,122.484,122.499,122.438,122.478,-0.6,0
4/4/2022 0:00,122.633,122.634,122.462,122.483,-15,-0.12
4/3/2022 23:55,122.595,122.641,122.587,122.632,3.7,0.03
4/3/2022 23:50,122.624,122.624,122.584,122.597,-2.7,-0.02
4/3/2022 23:45,122.665,122.665,122.604,122.621,-4.4,-0.04
4/3/2022 23:40,122.659,122.692,122.657,122.665,0.6,0
4/3/2022 23:35,122.584,122.671,122.584,122.658,7.4,0.06
4/3/2022 23:30,122.617,122.618,122.58,122.585,-3.2,-0.03
4/3/2022 23:25,122.603,122.622,122.587,122.619,1.6,0.01
4/3/2022 23:20,122.617,122.617,122.583,122.6,-1.7,-0.01
4/3/2022 23:15,122.601,122.64,122.599,122.616,1.5,0.01
4/3/2022 23:10,122.633,122.637,122.599,122.604,-2.9,-0.02
4/3/2022 23:05,122.596,122.642,122.593,122.631,3.5,0.03
4/3/2022 23:00,122.659,122.68,122.583,122.598,-6.1,-0.05
4/3/2022 22:55,122.653,122.671,122.623,122.656,0.3,0
4/3/2022 22:50,122.666,122.685,122.648,122.654,-1.2,-0.01
4/3/2022 22:45,122.663,122.683,122.659,122.662,-0.1,0
4/3/2022 22:40,122.673,122.71,122.658,122.665,-0.8,-0.01
4/3/2022 22:35,122.725,122.732,122.669,122.677,-4.8,-0.04
4/3/2022 22:30,122.703,122.724,122.662,122.72,1.7,0.01
4/3/2022 22:25,122.633,122.728,122.614,122.706,7.3,0.06
4/3/2022 22:20,122.623,122.656,122.583,122.633,1,0.01
4/3/2022 22:15,122.69,122.691,122.619,122.626,-6.4,-0.05
4/3/2022 22:10,122.685,122.73,122.647,122.694,0.9,0.01
4/3/2022 22:05,122.698,122.698,122.678,122.69,-0.8,-0.01
4/3/2022 22:00,122.543,122.707,122.543,122.701,15.8,0.13
4/3/2022 21:55,122.58,122.581,122.489,122.541,-3.9,-0.03
4/3/2022 21:50,122.576,122.591,122.575,122.578,0.2,0
4/3/2022 21:45,122.582,122.582,122.575,122.579,-0.3,0
4/3/2022 21:40,122.576,122.59,122.576,122.59,1.4,0.01
4/3/2022 21:35,122.578,122.581,122.575,122.576,-0.2,0
4/3/2022 21:30,122.576,122.581,122.575,122.576,0,0
4/3/2022 21:25,122.592,122.593,122.567,122.579,-1.3,-0.01
4/3/2022 21:20,122.613,122.613,122.593,122.595,-1.8,-0.01
4/3/2022 21:15,122.613,122.615,122.612,122.614,0.1,0
4/3/2022 21:05,122.599,122.618,122.596,122.613,1.4,0.01
4/3/2022 21:00,122.587,122.657,122.587,122.629,4.2,0.03
4/1/2022 20:50,122.509,122.559,122.5,122.552,4.3,0.04
4/1/2022 20:45,122.535,122.549,122.508,122.508,-2.7,-0.02
4/1/2022 20:40,122.523,122.54,122.512,122.539,1.6,0.01
4/1/2022 20:35,122.49,122.525,122.488,122.523,3.3,0.03
4/1/2022 20:30,122.467,122.5,122.467,122.492,2.5,0.02
4/1/2022 20:25,122.497,122.499,122.457,122.468,-2.9,-0.02
4/1/2022 20:20,122.493,122.498,122.491,122.494,0.1,0
4/1/2022 20:15,122.491,122.495,122.489,122.495,0.4,0
4/1/2022 20:10,122.498,122.498,122.486,122.489,-0.9,-0.01
4/1/2022 20:05,122.513,122.521,122.503,122.503,-1,-0.01
4/1/2022 20:00,122.538,122.539,122.495,122.511,-2.7,-0.02
4/1/2022 19:55,122.527,122.553,122.514,122.538,1.1,0.01
4/1/2022 19:50,122.512,122.533,122.501,122.528,1.6,0.01
4/1/2022 19:45,122.501,122.521,122.497,122.509,0.8,0.01
4/1/2022 19:40,122.513,122.513,122.494,122.503,-1,-0.01
4/1/2022 19:35,122.515,122.523,122.512,122.515,0,0
4/1/2022 19:30,122.497,122.52,122.497,122.511,1.4,0.01
4/1/2022 19:25,122.486,122.503,122.466,122.498,1.2,0.01
4/1/2022 19:20,122.47,122.497,122.461,122.487,1.7,0.01
4/1/2022 19:15,122.544,122.549,122.472,122.473,-7.1,-0.06
4/1/2022 19:10,122.572,122.584,122.535,122.542,-3,-0.02
4/1/2022 19:05,122.588,122.589,122.559,122.573,-1.5,-0.01
4/1/2022 19:00,122.62,122.62,122.585,122.587,-3.3,-0.03
4/1/2022 18:55,122.602,122.622,122.584,122.62,1.8,0.01
4/1/2022 18:50,122.603,122.612,122.601,122.602,-0.1,0
4/1/2022 18:45,122.607,122.614,122.593,122.6,-0.7,-0.01
4/1/2022 18:40,122.628,122.635,122.607,122.607,-2.1,-0.02
4/1/2022 18:35,122.618,122.631,122.612,122.631,1.3,0.01
4/1/2022 18:30,122.637,122.642,122.612,122.616,-2.1,-0.02
4/1/2022 18:25,122.648,122.651,122.624,122.641,-0.7,-0.01
4/1/2022 18:20,122.617,122.654,122.609,122.644,2.7,0.02
4/1/2022 18:15,122.624,122.651,122.603,122.616,-0.8,-0.01
4/1/2022 18:10,122.628,122.636,122.622,122.628,0,0
4/1/2022 18:05,122.579,122.638,122.577,122.625,4.6,0.04
4/1/2022 18:00,122.572,122.593,122.558,122.584,1.2,0.01
4/1/2022 17:55,122.537,122.58,122.529,122.574,3.7,0.03
4/1/2022 17:50,122.55,122.571,122.53,122.536,-1.4,-0.01
4/1/2022 17:45,122.569,122.57,122.544,122.552,-1.7,-0.01
4/1/2022 17:40,122.584,122.593,122.564,122.57,-1.4,-0.01
4/1/2022 17:35,122.527,122.589,122.512,122.584,5.7,0.05
4/1/2022 17:30,122.535,122.564,122.526,122.528,-0.7,-0.01
4/1/2022 17:25,122.503,122.54,122.5,122.532,2.9,0.02
4/1/2022 17:20,122.507,122.533,122.485,122.506,-0.1,0
4/1/2022 17:15,122.545,122.545,122.48,122.504,-4.1,-0.03
4/1/2022 17:10,122.51,122.547,122.504,122.539,2.9,0.02
4/1/2022 17:05,122.511,122.562,122.506,122.51,-0.1,0
4/1/2022 17:00,122.567,122.577,122.499,122.509,-5.8,-0.05
4/1/2022 16:55,122.542,122.584,122.534,122.573,3.1,0.03
4/1/2022 16:50,122.572,122.585,122.537,122.537,-3.5,-0.03
4/1/2022 16:45,122.582,122.582,122.534,122.575,-0.7,-0.01
4/1/2022 16:40,122.545,122.579,122.533,122.578,3.3,0.03
4/1/2022 16:35,122.558,122.567,122.518,122.549,-0.9,-0.01
4/1/2022 16:30,122.619,122.619,122.551,122.559,-6,-0.05
4/1/2022 16:25,122.588,122.621,122.585,122.621,3.3,0.03
4/1/2022 16:20,122.581,122.602,122.554,122.587,0.6,0
4/1/2022 16:15,122.608,122.63,122.584,122.584,-2.4,-0.02
4/1/2022 16:10,122.586,122.63,122.586,122.605,1.9,0.02
4/1/2022 16:05,122.605,122.608,122.58,122.589,-1.6,-0.01
4/1/2022 16:00,122.601,122.613,122.55,122.603,0.2,0
4/1/2022 15:55,122.64,122.641,122.553,122.6,-4,-0.03
4/1/2022 15:50,122.646,122.678,122.596,122.637,-0.9,-0.01
4/1/2022 15:45,122.673,122.689,122.643,122.65,-2.3,-0.02
4/1/2022 15:40,122.75,122.757,122.666,122.667,-8.3,-0.07
4/1/2022 15:35,122.809,122.814,122.728,122.749,-6,-0.05
4/1/2022 15:30,122.809,122.83,122.804,122.808,-0.1,0
4/1/2022 15:25,122.792,122.812,122.749,122.811,1.9,0.02
4/1/2022 15:20,122.846,122.851,122.762,122.789,-5.7,-0.05
4/1/2022 15:15,122.872,122.884,122.815,122.843,-2.9,-0.02
4/1/2022 15:10,122.937,122.946,122.859,122.875,-6.2,-0.05
